School 01 ,Admission 2008,Admission 2009,Admission 2010,Admission 2011,Admission 2012,Admission 2013,Admission 2014,Admission 2015,Admission 2016,Admission 2017,Admission 2018,Enrollment 2008,Enrollment 2009,Enrollment 2010,Enrollment 2011,Enrollment 2012,Enrollment 2013,Enrollment 2014,Enrollment 2015,Enrollment 2016,Enrollment 2017,Enrollment 2018,Satreading 2008,Satreading 2009,Satreading 2010,Satreading 2011,Satreading 2012,Satreading 2013,Satreading 2014,Satreading 2015,Satreading 2016,Satreading 2017,Satreading 2018,Satmath 2008,Satmath 2009,Satmath 2010,Satmath 2011,Satmath 2012,Satmath 2013,Satmath 2014,Satmath 2015,Satmath 2016,Satmath 2017,Satmath 2018,Acteq 2008,Acteq 2009,Acteq 2010,Acteq 2011,Acteq 2012,Acteq 2013,Acteq 2014,Acteq 2015,Acteq 2016,Acteq 2017,Acteq 2018,ACT 2008,ACT 2009,ACT 2010,ACT 2011,ACT 2012,ACT 2013,ACT 2014,ACT 2015,ACT 2016,ACT 2017,ACT 2018,Instate 2008,Instate 2009,Instate 2010,Instate 2011,Instate 2012,Instate 2013,Instate 2014,Instate 2015,Instate 2016,Instate 2017,Instate 2018,Outstate 2008,Outstate 2009,Outstate 2010,Outstate 2011,Outstate 2012,Outstate 2013,Outstate 2014,Outstate 2015,Outstate 2016,Outstate 2017,Outstate 2018,Apps 2008,Apps 2009,Apps 2010,Apps 2011,Apps 2012,Apps 2013,Apps 2014,Apps 2015,Apps 2016,Apps 2017,Apps 2018,Logapps 2008,Logapps 2009,Logapps 2010,Logapps 2011,Logapps 2012,Logapps 2013,Logapps 2014,Logapps 2015,Logapps 2016,Logapps 2017,Logapps 2018,Dlogapps 2008,Dlogapps 2009,Dlogapps 2010,Dlogapps 2011,Dlogapps 2012,Dlogapps 2013,Dlogapps 2014,Dlogapps 2015,Dlogapps 2016,Dlogapps 2017,Dlogapps 2018,Dapps 2008,Dapps 2009,Dapps 2010,Dapps 2011,Dapps 2012,Dapps 2013,Dapps 2014,Dapps 2015,Dapps 2016,Dapps 2017,Dapps 2018,Percdap 2008,Percdap 2009,Percdap 2010,Percdap 2011,Percdap 2012,Percdap 2013,Percdap 2014,Percdap 2015,Percdap 2016,Percdap 2017,Percdap 2018,Wins 2008,Wins 2009,Wins 2010,Wins 2011,Wins 2012,Wins 2013,Wins 2014,Wins 2015,Wins 2016,Wins 2017,Wins 2018,Seed 2008,Seed 2009,Seed 2010,Seed 2011,Seed 2012,Seed 2013,Seed 2014,Seed 2015,Seed 2016,Seed 2017,Seed 2018,Acceptrate 2008,Acceptrate 2009,Acceptrate 2010,Acceptrate 2011,Acceptrate 2012,Acceptrate 2013,Acceptrate 2014,Acceptrate 2015,Acceptrate 2016,Acceptrate 2017,Acceptrate 2018,Dacceptrate 2008,Dacceptrate 2009,Dacceptrate 2010,Dacceptrate 2011,Dacceptrate 2012,Dacceptrate 2013,Dacceptrate 2014,Dacceptrate 2015,Dacceptrate 2016,Dacceptrate 2017,Dacceptrate 2018,Netprice 2008,Netprice 2009,Netprice 2010,Netprice 2011,Netprice 2012,Netprice 2013,Netprice 2014,Netprice 2015,Netprice 2016,Netprice 2017,Netprice 2018
Colorado State University-Fort Collins,10688,11013,11825,12564,13394,13914,13404,14997,16963,19116,20545,4404,4322,4533,4504,4587,4443,4353,4737,4956,5124,5337,610,610,620,620,620,620,620,620,620,650,640,620,640,630,630,640,630,630,630,630,650,640,27.675,28.125,28.125,28.125,28.35,28.125,28.125,28.125,28.125,29.25,28.8,26,27,27,27,27,27,27,28,28,28,28,17276,18054,19087,20482,22285,23203,23531,23852,24722,25929,26231,32992,33976,35197,36182,38077,39056,39911,40561,42016,43437,44132,12494,15253,14685,16559,17929,17970,16655,18556,21759,23137,24496,9.43300380805352,9.63253148399993,9.59458184363272,9.71468503964248,9.79417479259543,9.7964589797776,9.72046575062778,9.82854846587163,9.98778274403152,10.0491883467077,10.1062651178975,0,0.199527675946419,-0.0379496403672128,0.120103196009763,0.0794897529529433,0.00228418718217682,-0.0759932291498249,0.108082715243855,0.159234278159888,0.0614056026761602,0.0570767711897826,0,2759,-568,1874,1370,41,-1315,1901,3203,1378,1359,0,0.22082599647831,-0.0372385760178326,0.127613210759278,0.0827344646415846,0.0022867979251492,-0.0731775180856984,0.11413989792855,0.172612632032766,0.0633301162737258,0.0587370877814756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0.855450616295822,0.722021897331672,0.805243445692884,0.758741469895525,0.747057839254839,0.774290484140234,0.804803362353648,0.808202198749731,0.779585458890574,0.826209102303669,0.838708360548661,0,-0.13342871896415,0.083221548361212,-0.0465019757973589,-0.011683630640686,0.027232644885395,0.030512878213414,0.00339883639608296,-0.028616739859157,0.046623643413095,0.0124992582449921,12132,11669,11877,12230,13487,14511,15664,16232,17191,17914,16793
University of Denver,4600,5926,6683,7160,7739,10539,10456,10938,10867,11554,11563,1145,1210,1231,1243,1212,1413,1424,1426,1399,1504,1477,640,640,650,660,640,660,640,660,660,680,690,660,650,660,670,660,660,660,660,650,670,680,29.25,29.025,29.475,29.925,29.25,29.7,29.25,29.7,29.475,30.375,30.825,29,29,30,30,30,30,30,30,31,30,31,47617,49185,50658,52751,54285,56077,57498,60206,62277,65376,67656,47617,49185,50658,52751,54285,56077,57498,60206,62277,65376,67656,7144,8411,9337,10504,11442,13735,13670,15036,20322,19904,20475,8.87402812255634,9.03729565196244,9.14174028048393,9.25951141598263,9.34504607482847,9.52770259852938,9.522958929718,9.61820260468407,9.91945932204583,9.89867599553891,9.92695990872127,0,0.163267529406102,0.104444628521488,0.117771135498705,0.0855346588458428,0.182656523700901,-0.00474366881137911,0.0952436749660723,0.301256717361758,-0.0207833265069208,0.0282839131823653,0,1267,926,1167,938,2293,-65,1366,5286,-418,571,0,0.177351623740202,0.110093924622518,0.124986612402271,0.0892993145468393,0.200402027617549,-0.00473243538405533,0.0999268471104609,0.351556264964086,-0.020568841649444,0.0286877009646302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643896976483763,0.704553560813221,0.715754525008033,0.681645087585682,0.67636776787275,0.76730979250091,0.764886613021214,0.727454110135674,0.534740675130401,0.580486334405145,0.564737484737485,0,0.060656584329458,0.0112009641948121,-0.0341094374223511,-0.00527731971293199,0.09094202462816,-0.00242317947969606,-0.03743250288554,-0.192713435005273,0.0457456592747439,-0.01574884966766,31044,28997,31244,32188,32212,33625,32063,32940,35163,34337,37263
University of Northern Colorado,5215,5661,5652,5949,6095,5289,5551,6382,6123,6664,7527,2083,2351,2266,2272,2218,1939,1969,2055,2166,2151,1960,580,590,580,590,580,570,570,580,580,630,610,590,590,580,580,570,570,590,580,570,610,580,26.325,26.55,26.1,26.325,25.875,25.65,26.1,26.1,25.875,27.9,26.775,25,25,25,25,24,24,25,25,25,25,25,17941,18475,18942,19663,19664,20264,21983,22532,23618,24067,25494,27343,27523,30126,31185,30938,31803,33527,34118,35204,35653,37362,5641,6136,6410,8169,8747,7602,7831,7143,6783,7481,8294,8.63781663373998,8.72192834304709,8.76561454991472,9.00810178134187,9.07646606341985,8.9361666495492,8.96584549475094,8.87388813515497,8.82217476094608,8.9201217518724,9.02328764080633,0,0.0841117093071144,0.0436862068676245,0.242487231427154,0.0683642820779848,-0.140299413870659,0.029678845201742,-0.0919573595959644,-0.0517133742088927,0.0979469909263244,0.103165888933923,0,495,274,1759,578,-1145,229,-688,-360,698,813,0,0.0877503988654494,0.0446544980443286,0.274414976599064,0.07075529440568,-0.130902023550932,0.030123651670613,-0.0878559570936024,-0.0503989920201596,0.102904319622586,0.108675310787328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0.924481474915795,0.922588005215124,0.881747269890796,0.728240910760191,0.69681033497199,0.695737963693765,0.708849444515388,0.893462130757385,0.902697921273773,0.89079000133672,0.907523510971787,0,-0.00189346970067106,-0.040840735324328,-0.153506359130605,-0.0314305757882011,-0.00107237127822502,0.0131114808216231,0.184612686241997,0.00923579051638801,-0.011907919937053,0.0167335096350669,13530,12730,12936,12982,13311,12978,12779,13065,15003,14641,15965
Central Connecticut State University,3608,3697,4113,4087,3645,3560,4940,5096,4687,5254,5314,1311,1288,1357,1387,1352,1293,1369,1363,1269,1433,1464,550,550,540,540,550,540,550,550,550,590,590,560,560,570,550,560,560,560,550,550,570,580,24.975,24.975,24.975,24.525,24.975,24.75,24.975,24.75,24.75,26.1,26.325,24.975,24.975,24.975,22,23,25,23,24,24,24,24,19648,20442,21391,21851,22362,23197,24446,24446,25215,25215,25869,28785,30036,31756,32475,33394,34702,36181,36716,38076,37904,38377,6061,6791,6837,6473,5699,5551,8173,8686,7810,7870,7903,8.70963008195129,8.82335348511379,8.83010431791379,8.77539495854551,8.648045999835,8.62173337069016,9.00859131751613,9.06946781309477,8.96316024283373,8.97081334141145,8.97499771320498,0,0.113723403162506,0.00675083280000166,-0.0547093593682835,-0.12734895871051,-0.0263126291448383,0.386857946825968,0.0608764955786381,-0.106307570261036,0.00765309857771612,0.00418437179352793,0,730,46,-364,-774,-148,2622,513,-876,60,33,0,0.120442171258868,0.00677367103519364,-0.053239725025596,-0.119573613471343,-0.0259694683277768,0.472347324806341,0.0627676495778784,-0.100851945659682,0.00768245838668374,0.00419313850063532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595281306715064,0.54439699602415,0.601579640193067,0.631391935733045,0.6395858922618,0.641325887227527,0.604429218157347,0.586691227262261,0.600128040973111,0.667598475222363,0.672402884980387,0,-0.0508843106909139,0.0571826441689169,0.029812295539978,0.00819395652875499,0.00173999496572708,-0.0368966690701801,-0.017737990895086,0.01343681371085,0.067470434249252,0.00480440975802399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Connecticut,11474,10931,11949,12894,13397,14745,15629,18598,17560,16360,17015,3604,3221,3339,3327,3114,3755,3588,3774,3822,3683,3749,630,640,640,640,650,650,650,650,650,680,690,660,670,670,670,680,680,690,690,690,710,730,29.025,29.475,29.475,29.475,29.925,29.925,30.15,30.15,30.15,31.275,31.95,28,29,29,29,30,30,30,31,31,31,31,22382,23546,24738,25220,26122,27244,28274,29302,30002,31044,32404,37094,39146,41202,42116,43954,46192,48454,50844,51794,53112,54772,21058,21999,22142,27247,29966,27479,31280,34978,35980,34198,34886,9.95503581441671,9.99875227676191,10.0052315364194,10.2126987022877,10.3078186846031,10.2211773555723,10.3507341946592,10.4624745714091,10.4907185075045,10.4399224418085,10.4598408815781,0,0.0437164623452038,0.00647925965750318,0.207467165868318,0.0951199823153601,-0.086641329030833,0.129556839086991,0.111740376749889,0.0282439360953877,-0.0507960656959874,0.0199184397695422,0,941,143,5105,2719,-2487,3801,3698,1002,-1782,688,0,0.044686105043214,0.00650029546797582,0.230557311895944,0.0997908026571733,-0.0829940599345925,0.13832381091015,0.118222506393862,0.0286465778489336,-0.0495275152862702,0.0201181355634832,0,4,0,6,0,0,6,0,1,0,0,4,1,0,3,9,0,7,0,9,0,0,0.544876056605566,0.496886222101005,0.539653147863788,0.473226410247,0.447073349796436,0.536591579023982,0.499648337595908,0.531705643547373,0.48804891606448,0.478390549154921,0.487731468210744,0,-0.047989834504561,0.042766925762783,-0.066426737616788,-0.026153060450564,0.089518229227546,-0.036943241428074,0.0320573059514651,-0.0436567274828931,-0.00965836690955896,0.00934091905582296,13717,13773,14165,14685,14780,14734,15273,14852,15860,15469,15602
Fairfield University,5157,5157,5376,6024,5892,6585,7137,6995,6795,6794,6851,899,899,849,922,909,990,1056,966,1056,994,1091,610,610,610,NA,NA,NA,NA,NA,NA,NA,NA,630,630,630,NA,NA,NA,NA,NA,NA,NA,NA,27.9,27.9,27.9,NA,NA,NA,NA,NA,NA,NA,NA,27,27,27,NA,NA,NA,NA,NA,NA,NA,NA,49725,51560,53580,55590,57240,58730,59840,61275,62740,64325,65940,49725,51560,53580,55590,57240,58730,59840,61275,62740,64325,65940,8732,8732,8316,8420,8486,9254,9978,10767,11055,11218,11361,9.07474971766984,9.07474971766984,9.0259366489779,9.03836510723637,9.04617302576227,9.13281116946695,9.20813794842098,9.28424117981572,9.31063809329155,9.32527491006828,9.33794171656991,0,0,-0.0488130686919313,0.0124284582584675,0.00780791852589857,0.0866381437046755,0.0753267789540377,0.0761032313947343,0.0263969134758284,0.0146368167767363,0.0126668065016222,0,0,-416,104,66,768,724,789,288,163,143,0,0,-0.0476408612001832,0.0125060125060125,0.00783847980997625,0.0905020032995522,0.0782364382969527,0.0790739627179796,0.0267483978824185,0.0147444595205789,0.0127473702977358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590586349060925,0.590586349060925,0.646464646464647,0.715439429928741,0.694320056563752,0.711584179814135,0.715273601924233,0.649670288845547,0.614654002713704,0.605633802816901,0.603027902473374,0,0,0.055878297403722,0.068974783464094,-0.021119373364989,0.0172641232503831,0.00368942211009793,-0.0656033130786859,-0.035016286131843,-0.00902019989680292,-0.00260590034352703,13658,14476,14877,16357,18411,19049,18931,19064,18699,19650,20042
University of Hartford,7037,9334,7354,7389,6086,9338,10419,9585,11168,11360,10822,1685,1394,1376,1331,1289,1267,1217,1451,1301,1334,1220,570,550,670,570,610,570,550,580,580,620,630,590,570,660,590,620,580,560,580,580,610,620,26.1,25.2,29.925,26.1,27.675,25.875,24.975,26.1,26.1,27.675,28.125,25,24,29.925,26.1,27.675,26,25,25,26,27,28,41258,42428,43634,45164,46840,48170,49526,50460,53130,54662,56599,41258,42428,43634,45164,46840,48170,49526,50460,53130,54662,56599,11648,13928,11946,11997,14683,15127,14444,15093,15526,14043,15166,9.36288977043647,9.54165648144802,9.38815177329225,9.39241189751493,9.59444564096294,9.6242365055622,9.57803438239735,9.62198633915943,9.65027131696563,9.54987932996818,9.62681135926088,0,0.178766711011557,-0.153504708155772,0.00426012422267519,0.202033743448011,0.0297908645992617,-0.0462021231648517,0.0439519567620792,0.028284977806198,-0.100391986997446,0.0769320292927009,0,2280,-1982,51,2686,444,-683,649,433,-1483,1123,0,0.195741758241758,-0.142303273980471,0.00426921145153189,0.223889305659748,0.0302390519648573,-0.045151054406029,0.0449321517585157,0.0286887961306566,-0.0955171969599382,0.0799686676636046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60413804945055,0.670160827110856,0.615603549305207,0.615903975993999,0.414492951031806,0.617306802406293,0.721337579617834,0.635062611806798,0.719309545278887,0.808943957843766,0.713569827245154,0,0.066022777660306,-0.054557277805649,0.000300426688792044,-0.201411024962193,0.202813851374487,0.104030777211541,-0.0862749678110359,0.084246933472089,0.089634412564879,-0.095374130598612,26376,27873,27930,33466,36853,37255,36598,38527,37799,39791,39546
Quinnipiac University,6721,9619,10001,11772,12924,13914,15319,16765,17957,16305,16493,1484,1588,1640,1512,1781,1803,1656,1903,1909,1967,1899,590,580,580,580,580,580,580,580,590,630,630,620,610,610,610,600,610,610,600,600,630,630,27.225,26.775,26.775,26.775,26.55,26.775,26.775,26.55,26.775,28.35,28.35,26,26,26,26,26,27,27,27,27,27,28,44900,46980,49180,51780,54000,55780,57360,59290,61910,63770,65300,44900,46980,49180,51780,54000,55780,57360,59290,61910,63770,65300,14995,13850,13895,18651,18825,20699,23242,22745,23492,22071,22757,9.61547209118311,9.53604051161548,9.5392843421766,9.83365504293745,9.84294105266809,9.93784066890779,10.0537162657828,10.0321006200041,10.0644152166424,10.0020198086004,10.0326280693592,0,-0.0794315795676255,0.00324383056111977,0.294370700760844,0.00928600973064597,0.0948996162396973,0.115875596875028,-0.0216156457787147,0.0323145966383045,-0.0623954080420344,0.0306082607588429,0,-1145,45,4756,174,1874,2543,-497,747,-1421,686,0,-0.0763587862620874,0.00324909747292419,0.342281396185678,0.00932925848479974,0.0995484727755644,0.12285617662689,-0.0213837019189399,0.0328423829413058,-0.0604886769964243,0.031081509673327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448216072024008,0.694512635379061,0.719755307664628,0.631172591281969,0.686533864541833,0.67220638678197,0.65910851045521,0.737085073642559,0.764387876723991,0.738752208780753,0.724744034802478,0,0.246296563355053,0.025242672285567,-0.088582716382659,0.055361273259864,-0.014327477759863,-0.01309787632676,0.077976563187349,0.027302803081432,-0.025635667943238,-0.014008173978275,31547,25408,26701,27802,30090,27907,30328,30233,30789,29819,29141
Sacred Heart University,4662,4928,4864,4847,4467,5932,5209,5460,5731,6023,6493,956,980,909,973,980,865,1385,1290,1322,1387,1465,579,580,523,NA,NA,NA,NA,NA,NA,NA,NA,587,596,511,NA,NA,NA,NA,NA,NA,NA,NA,26.235,26.46,23.265,NA,NA,NA,NA,NA,NA,NA,NA,26.235,26.46,23.265,NA,NA,NA,NA,NA,NA,NA,NA,42720,44668,48030,50500,52260,53569,54264,55080,56600,58440,60580,42720,44668,48030,50500,52260,53569,54264,55080,56600,58440,60580,7532,7568,7343,7566,8314,7781,9114,9259,10017,9992,10742,8.92691588977704,8.93168411073171,8.90150275745161,8.93141980519298,9.02569611981258,8.95944014361693,9.11756697182383,9.13335133044805,9.21203892861177,9.20954005180541,9.28191657046541,0,0.00476822095467178,-0.0301813532801045,0.0299170477413657,0.0942763146196075,-0.0662559761956523,0.158126828206898,0.0157843586242183,0.0786875981637181,-0.00249887680635119,0.0723765186599916,0,36,-225,223,748,-533,1333,145,758,-25,750,0,0.00477960701009028,-0.02973044397463,0.0303690589677244,0.098863335976738,-0.0641087322588405,0.171314741035857,0.0159095896423085,0.0818662922561832,-0.00249575721273834,0.0750600480384308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618959107806692,0.651162790697675,0.662399564210813,0.640629130319852,0.537286504690883,0.76236987533736,0.571538292736449,0.589696511502322,0.572127383448138,0.602782225780625,0.604449823124186,0,0.032203682890983,0.011236773513138,-0.021770433890961,-0.103342625628969,0.225083370646477,-0.190831582600911,0.0181582187658731,-0.0175691280541841,0.0306548423324871,0.00166759734356103,30491,31136,32158,35544,35117,35630,35595,37439,38665,40208,41636
Yale University,1911,1952,1958,2039,2109,2043,1950,2034,1988,2277,2240,1320,1320,1307,1344,1349,1356,1361,1364,1367,1579,1573,800,800,800,800,790,800,800,800,800,780,770,790,780,780,790,800,790,800,800,800,800,800,35.775,35.55,35.55,35.775,35.775,35.775,36,36,36,35.55,35.325,34,34,34,35,35,35,35,35,35,35,35,51400,52950,55300,58250,59320,61620,63970,66445,68950,71290,73900,51400,52950,55300,58250,59320,61620,63970,66445,68950,71290,73900,19323,22817,26003,25869,27283,28977,30932,30236,31445,32879,35301,9.869051375215,10.0352611511456,10.1659671949627,10.1608006196204,10.2140190765856,10.2742576908474,10.3395465257289,10.3167885464121,10.3559952669776,10.4005894350823,10.471666571132,0,0.16620977593057,0.13070604381714,-0.00516657534227605,0.0532184569651193,0.0602386142618521,0.0652888348815193,-0.0227579793168591,0.039206720565538,0.0445941681047035,0.0710771360497304,0,3494,3186,-134,1414,1694,1955,-696,1209,1434,2422,0,0.180820783522227,0.139632729982031,-0.00515325154789832,0.0546600177819011,0.0620899461202947,0.0674673016530352,-0.0225009698693909,0.039985447810557,0.0456034345682939,0.0736640408771556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0.0988976866946126,0.0855502476223868,0.0752990039610814,0.0788202095171827,0.0773008833339442,0.0705041929806398,0.0630415104099315,0.067270803016272,0.0632214978533948,0.069253931080629,0.0634542930795162,0,-0.0133474390722258,-0.0102512436613054,0.0035212055561013,-0.0015193261832385,-0.00679669035330441,-0.0074626825707083,0.0042292926063405,-0.0040493051628772,0.00603243322723419,-0.0057996380011128,28642,29553,36024,37202,36347,37204,38313,39134,40177,41403,41570
Delaware State University,5083,2999,3414,3933,3933,3703,3145,3617,3467,3450,3442,730,757,906,1086,1086,1036,894,897,962,951,1047,470,480,470,470,470,480,480,480,480,500,520,480,480,480,470,470,490,490,490,490,490,490,21.375,21.6,21.375,21.15,21.15,21.825,21.825,21.825,21.825,22.275,22.725,20,19,19,20,20,19,20,21,21,21,22,20141,21024,21814,22242,21581,21581,21862,22057,22058,23420,23420,27402,28285,29393,30238,29937,29937,30218,30664,30664,32456,32456,9037,8075,8229,9221,9221,8884,7191,8141,8529,7636,7000,9.10908253990196,8.99652814809086,9.01541977960571,9.12923877053914,9.12923877053914,9.09200718501432,8.8805855231025,9.00466830157398,9.05122740031911,8.94062918484564,8.85366542803745,0,-0.112554391811099,0.0188916315148564,0.113818990933428,0,-0.0372315855248235,-0.211421661911823,0.124082778471482,0.0465590987451332,-0.110598215473471,-0.0869637568081885,0,-962,154,992,0,-337,-1693,950,388,-893,-636,0,-0.10645125594777,0.0190712074303406,0.120549276947381,0,-0.0365470122546362,-0.190567312021612,0.132109581421221,0.0476599926298981,-0.104701606284441,-0.0832896804609743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562465419940246,0.371393188854489,0.414874225300766,0.426526407114196,0.426526407114196,0.416816749212067,0.437352245862884,0.444294312737993,0.406495485988979,0.451807228915663,0.491714285714286,0,-0.191072231085757,0.043481036446277,0.01165218181343,0,-0.00970965790212897,0.020535496650817,0.00694206687510901,-0.037798826749014,0.045311742926684,0.039907056798623,17686,17634,18934,18479,16528,19317,18164,18319,18053,18748,18073
University of Delaware,13135,14109,13425,14431,15598,16467,17089,16569,16998,17484,18383,3861,4223,3746,4254,4226,4224,4521,4487,4382,4671,4705,630,630,640,650,640,630,640,640,640,660,670,660,650,660,660,660,650,660,660,640,670,680,29.025,28.8,29.25,29.475,29.25,28.8,29.25,29.25,28.8,29.925,30.375,29,28,29,28,28,29,29,29,29,29,30,19424,21094,22402,23688,24740,25612,26200,26650,27198,27792,29342,31904,34794,37602,39958,41830,43432,44550,45550,46618,47782,49972,22646,24744,26548,23709,26249,25458,25194,24881,24456,27803,27691,10.027738514874,10.1163383143649,10.1867096942658,10.0736100018731,10.175383172056,10.1447853144304,10.1343611499122,10.1218597389714,10.1046308635707,10.2328992075255,10.2288627296335,0,0.0885997994909218,0.0703713799009087,-0.11309969239273,0.101773170182947,-0.0305978576256525,-0.0104241645181311,-0.0125014109408017,-0.0172288754007752,0.128268343954861,-0.00403647789200257,0,2098,1804,-2839,2540,-791,-264,-313,-425,3347,-112,0,0.0926432924136713,0.0729065632072422,-0.106938375772186,0.107132312623898,-0.0301344813135739,-0.010370021211407,-0.012423592918949,-0.017081307021422,0.1368580307491,-0.00402834226522318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0.580014130530778,0.570198836081474,0.505687810757873,0.608671812391919,0.59423216122519,0.646830073061513,0.678296419782488,0.665929825971625,0.6950441609421,0.628853001474661,0.663861904589939,0,-0.00981529444930396,-0.0645110253236011,0.102984001634046,-0.0144396511667291,0.052597911836323,0.031466346720975,-0.012366593810863,0.029114334970475,-0.0661911594674389,0.0350089031152779,10378,12624,12772,13335,12713,12603,12951,12221,12736,13234,13213
American University,8157,7950,7357,7788,7531,7566,6931,5860,5008,5498,5988,1577,1533,1502,1541,1595,1627,1787,1787,1679,1785,1757,700,700,710,700,690,690,680,690,690,690,700,670,670,680,670,670,660,660,650,650,660,680,30.825,30.825,31.275,30.825,30.6,30.375,30.15,30.15,30.15,30.375,31.05,30,30,31,30,31,30,30,30,31,30,31,48001,49903,52065,53653,55353,56808,59120,60586,62272,64234,66268,48001,49903,52065,53653,55353,56808,59120,60586,62272,64234,66268,15413,14936,16926,18706,17039,17545,15119,16735,19325,18699,18984,9.64296658814672,9.61152968522156,9.73660618023005,9.8365996069945,9.74326011321524,9.77252428801732,9.6237075099802,9.72525761364543,9.86915487345562,9.83622532547696,9.8513517981156,0,-0.0314369029251616,0.125076495008493,0.0999934267644456,-0.0933394937792578,0.0292641748020763,-0.148816778037114,0.101550103665225,0.143897259810196,-0.0329295479786627,0.0151264726386398,0,-477,1990,1780,-1667,506,-2426,1616,2590,-626,285,0,-0.0309479011224291,0.133235136582753,0.10516365355075,-0.0891157917245804,0.0296965784377017,-0.138273012254203,0.106885376016932,0.15476546160741,-0.0323932729624838,0.0152414567623937,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,0,15,0,0,0,0,0.529228573282294,0.532271023031602,0.434656741108354,0.416337004169785,0.441986032044134,0.431233969791964,0.458429790330048,0.350164326262324,0.259146183699871,0.294026418525055,0.315423514538559,0,0.00304244974930801,-0.097614281923248,-0.018319736938569,0.025649027874349,-0.01075206225217,0.027195820538084,-0.108265464067724,-0.091018142562453,0.034880234825184,0.021397096013504,12929,12030,13376,14748,14398,15407,15149,15894,16286,15883,17539
George Washington University,7197,7261,7292,6793,7124,7197,8351,9216,10249,11059,11101,2137,2461,2592,2393,2241,2387,2416,2589,2525,2610,2845,690,680,690,690,690,690,690,690,690,720,720,690,690,690,700,690,700,700,700,700,720,740,31.05,30.825,31.05,31.275,31.05,31.275,31.275,31.275,31.275,32.4,32.85,30,30,30,31,31,31,31,31,32,32,32,52692,54125,55625,57148,58985,61446,63210,65260,67225,69368,71930,52692,54125,55625,57148,58985,61446,63210,65260,67225,69368,71930,19606,19430,19842,21433,21591,21756,19069,19837,25488,26987,26512,9.88359092082167,9.87457354237149,9.89555618220985,9.97268706933713,9.98003184017591,9.98764486054285,9.85581925883463,9.89530415972811,10.1459630321498,10.2031105475556,10.1853527396663,0,-0.00901737845018502,0.0209826398383619,0.077130887127284,0.00734477083878105,0.00761302036693756,-0.131825601708224,0.0394849008934823,0.25065887242172,0.0571475154057275,-0.0177578078892129,0,-176,412,1591,158,165,-2687,768,5651,1499,-475,0,-0.00897684382331939,0.0212043232115286,0.0801834492490676,0.0073718098259693,0.00764207308600806,-0.123506159220445,0.0402747915464891,0.284871704390785,0.0588119899560578,-0.0176010671804943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.367081505661532,0.373700463201235,0.367503275879448,0.316941165492465,0.329952294937706,0.330805295091009,0.437935916933242,0.464586378988758,0.402110797237916,0.409789898840182,0.418716053108027,0,0.00661895753970299,-0.00619718732178703,-0.050562110386983,0.013011129445241,0.000853000153302974,0.107130621842233,0.026650462055516,-0.062475581750842,0.00767910160226604,0.00892615426784499,29423,28294,31447,32688,32548,33778,34812,31758,32732,33034,40469
