School 01 ,Admission 2008,Admission 2009,Admission 2010,Admission 2011,Admission 2012,Admission 2013,Admission 2014,Admission 2015,Admission 2016,Admission 2017,Admission 2018,Enrollment 2008,Enrollment 2009,Enrollment 2010,Enrollment 2011,Enrollment 2012,Enrollment 2013,Enrollment 2014,Enrollment 2015,Enrollment 2016,Enrollment 2017,Enrollment 2018,Satreading 2008,Satreading 2009,Satreading 2010,Satreading 2011,Satreading 2012,Satreading 2013,Satreading 2014,Satreading 2015,Satreading 2016,Satreading 2017,Satreading 2018,Satmath 2008,Satmath 2009,Satmath 2010,Satmath 2011,Satmath 2012,Satmath 2013,Satmath 2014,Satmath 2015,Satmath 2016,Satmath 2017,Satmath 2018,Acteq 2008,Acteq 2009,Acteq 2010,Acteq 2011,Acteq 2012,Acteq 2013,Acteq 2014,Acteq 2015,Acteq 2016,Acteq 2017,Acteq 2018,ACT 2008,ACT 2009,ACT 2010,ACT 2011,ACT 2012,ACT 2013,ACT 2014,ACT 2015,ACT 2016,ACT 2017,ACT 2018,Instate 2008,Instate 2009,Instate 2010,Instate 2011,Instate 2012,Instate 2013,Instate 2014,Instate 2015,Instate 2016,Instate 2017,Instate 2018,Outstate 2008,Outstate 2009,Outstate 2010,Outstate 2011,Outstate 2012,Outstate 2013,Outstate 2014,Outstate 2015,Outstate 2016,Outstate 2017,Outstate 2018,Apps 2008,Apps 2009,Apps 2010,Apps 2011,Apps 2012,Apps 2013,Apps 2014,Apps 2015,Apps 2016,Apps 2017,Apps 2018,Logapps 2008,Logapps 2009,Logapps 2010,Logapps 2011,Logapps 2012,Logapps 2013,Logapps 2014,Logapps 2015,Logapps 2016,Logapps 2017,Logapps 2018,Dlogapps 2008,Dlogapps 2009,Dlogapps 2010,Dlogapps 2011,Dlogapps 2012,Dlogapps 2013,Dlogapps 2014,Dlogapps 2015,Dlogapps 2016,Dlogapps 2017,Dlogapps 2018,Dapps 2008,Dapps 2009,Dapps 2010,Dapps 2011,Dapps 2012,Dapps 2013,Dapps 2014,Dapps 2015,Dapps 2016,Dapps 2017,Dapps 2018,Percdap 2008,Percdap 2009,Percdap 2010,Percdap 2011,Percdap 2012,Percdap 2013,Percdap 2014,Percdap 2015,Percdap 2016,Percdap 2017,Percdap 2018,Wins 2008,Wins 2009,Wins 2010,Wins 2011,Wins 2012,Wins 2013,Wins 2014,Wins 2015,Wins 2016,Wins 2017,Wins 2018,Seed 2008,Seed 2009,Seed 2010,Seed 2011,Seed 2012,Seed 2013,Seed 2014,Seed 2015,Seed 2016,Seed 2017,Seed 2018,Acceptrate 2008,Acceptrate 2009,Acceptrate 2010,Acceptrate 2011,Acceptrate 2012,Acceptrate 2013,Acceptrate 2014,Acceptrate 2015,Acceptrate 2016,Acceptrate 2017,Acceptrate 2018,Dacceptrate 2008,Dacceptrate 2009,Dacceptrate 2010,Dacceptrate 2011,Dacceptrate 2012,Dacceptrate 2013,Dacceptrate 2014,Dacceptrate 2015,Dacceptrate 2016,Dacceptrate 2017,Dacceptrate 2018,Netprice 2008,Netprice 2009,Netprice 2010,Netprice 2011,Netprice 2012,Netprice 2013,Netprice 2014,Netprice 2015,Netprice 2016,Netprice 2017,Netprice 2018
University of Arkansas at Little Rock,NA,NA,1851,895,2026,761,1038,1741,1828,1574,2057,NA,NA,701,700,836,667,734,859,805,742,575,NA,NA,NA,NA,505,480,530,560,560,580,600,NA,NA,NA,NA,590,480,560,550,540,580,590,NA,NA,NA,NA,24.6375,21.6,24.525,24.975,24.75,26.1,26.775,NA,NA,25,25,25,27,25,24,25,25,25,21281,21498,18251,20523,21997,23191,21896,22593,23158,23256,24073,29464,29958,27198,30033,31209,32968,32228,32925,34596,35466,36283,NA,NA,2120,930,2037,1443,1751,1938,2035,2109,2593,NA,NA,7.65917136766606,6.8351845861473,7.61923341622681,7.27447955877387,7.46794233228585,7.56941179245071,7.6182510978767,7.65396918047877,7.86057078553866,NA,NA,NA,-0.823986781518757,0.784048830079504,-0.344753857452934,0.193462773511981,0.10146946016486,0.0488393054259833,0.0357180826020791,0.20660160505989,NA,NA,NA,-1190,1107,-594,308,187,97,74,484,NA,NA,NA,-0.561320754716981,1.19032258064516,-0.29160530191458,0.213444213444213,0.106796116504854,0.0500515995872033,0.0363636363636364,0.229492650545282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,NA,NA,0.87311320754717,0.96236559139785,0.994599901816397,0.527373527373527,0.592804111936037,0.898348813209494,0.898280098280098,0.746325272641062,0.793289625915927,NA,NA,NA,0.08925238385068,0.032234310418547,-0.46722637444287,0.0654305845625099,0.305544701273457,-6.87149293959743E-05,-0.151954825639036,0.046964353274865,13005,8847,7134,9872,9793,12780,11177,12317,13404,13256,13751
University of Arkansas,6945,6751,8468,10129,10630,11076,11777,12337,13613,14324,14512,3011,2919,3810,4447,4574,4339,4571,4915,4967,5066,5008,630,620,610,610,610,600,610,600,600,640,650,640,640,640,630,630,630,620,620,620,640,640,28.575,28.35,28.125,27.9,27.9,27.675,27.675,27.45,27.45,28.8,29.025,28,29,28,28,28,28,28,28,29,29,29,18462,18241,19490,20464,21472,22212,23066,23506,24302,24916,25500,27340,27118,28722,30896,32352,33468,35156,36810,38650,40162,41538,12045,12035,14019,16633,16749,18908,18984,20542,21539,21715,18732,9.39640491504897,9.39557435021717,9.54816883136854,9.71914395279054,9.72609383397847,9.84734039191313,9.8513517981156,9.93022684972575,9.97762052437736,9.98575854496892,9.83798857030343,0,-0.000830564831799663,0.152594481151363,0.170975121422,0.0069498811879356,0.121246557934656,0.00401140620247276,0.0788750516101509,0.0473936746516053,0.00813802059156643,-0.14776997466549,0,-10,1984,2614,116,2159,76,1558,997,176,-2983,0,-0.0008302200083022,0.164852513502285,0.186461231186247,0.00697408765706728,0.128903218102573,0.00401946266130738,0.0820691108301728,0.0485347093759128,0.0081712242908213,-0.13737048123417,1,0,0,0,0,0,0,1,0,1,0,9,0,0,0,0,0,0,5,0,8,7,0.576587795765878,0.560947237224761,0.604037377844354,0.608970119641676,0.634664756104842,0.585783795218955,0.620364517488411,0.600574432869244,0.632016342448582,0.659636196177757,0.774717061712577,0,-0.015640558541117,0.0430901406195929,0.00493274179732206,0.0256946364631659,-0.048880960885887,0.0345807222694561,-0.0197900846191671,0.031441909579338,0.0276198537291751,0.11508086553482,10892,9655,9987,11496,12057,14466,14693,15411,15966,15781,16263
University of Arkansas at Pine Bluff,1527,1568,1505,1348,1489,1134,1357,2055,2664,2051,2443,981,979,802,677,575,568,496,684,772,514,568,440,490,455,490,440,430,450,500,530,545,530,460,480,480,510,470,493,460,500,535,515,510,20.25,21.825,21.0375,22.5,20.475,20.7675,20.475,22.5,23.9625,23.85,23.4,18,18,18,20,19,20,21,20,21,20,20,15576,16104,16541,17285,16562,16882,17156,17650,18118,19486,20790,20136,20784,21491,22589,21962,22582,22886,23380,24208,25816,27150,2616,4792,4988,4589,4543,4094,3508,4452,6353,4393,5508,7.86940171257709,8.47470313979529,8.51479030679993,8.43141741439483,8.4213428657594,8.31727776622124,8.16280135349207,8.40110871239544,8.75668242126653,8.38776764397578,8.61395685984855,0,0.605301427218195,0.0400871670046428,-0.0833728924050945,-0.0100745486354299,-0.104065099538168,-0.154476412729162,0.238307358903363,0.355573708871097,-0.368914777290753,0.226189215872767,0,2176,196,-399,-46,-449,-586,944,1901,-1960,1115,0,0.831804281345566,0.0409015025041736,-0.0799919807538091,-0.0100239703639137,-0.0988333700198107,-0.143136297020029,0.269099201824401,0.426999101527403,-0.30851566189202,0.253812884133849,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0.583715596330275,0.327212020033389,0.301724137931035,0.293745914142515,0.327756988773938,0.276990718124084,0.386830102622577,0.461590296495957,0.419329450653235,0.466879125882085,0.443536673928831,0,-0.256503576296886,-0.025487882102354,-0.00797822378851998,0.034011074631423,-0.050766270649854,0.109839384498493,0.07476019387338,-0.042260845842722,0.04754967522885,-0.023342451953254,9952,8436,7959,8823,7298,7452,7883,7840,8149,10465,11345
Arkansas State University,3305,3122,3021,3040,3732,3653,3682,3755,3981,3752,4056,1902,1725,1716,1562,1671,1619,1698,1577,1644,1427,1565,520,540,550,480,505,515,500,540,585,605,588,580,570,580,575,555,548,560,540,620,625,608,24.75,24.975,25.425,23.7375,23.85,23.9175,23.85,24.3,27.1125,27.675,26.91,24,24,25,26,25,26,26,26,26,26,27,16306,17226,17814,18613,19299,20014,21094,22103,22008,22486,23101,24226,25146,26034,23917,24729,25624,26854,28103,28068,28786,29791,4235,4053,4472,4806,5289,4838,5086,5346,5655,5683,5253,8.35113860708615,8.30721262662831,8.40559101483493,8.47762041629641,8.57338447106598,8.48425669116997,8.53424694598207,8.58410389669886,8.64029538855022,8.64523454129712,8.56655462095396,0,-0.0439259804578462,0.0983783882066263,0.0720294014614797,0.0957640547695657,-0.0891277798960068,0.0499902548120925,0.0498569507167979,0.056191491851358,0.00493915274689982,-0.0786799203431592,0,-182,419,334,483,-451,248,260,309,28,-430,0,-0.0429752066115703,0.103380212188502,0.0746869409660107,0.100499375780275,-0.0852713178294574,0.0512608515915668,0.0511207235548565,0.0578002244668911,0.00495137046861185,-0.0756642618335386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.780401416765053,0.770293609671848,0.675536672629696,0.632542655014565,0.705615428247306,0.755064076064489,0.723948092803775,0.702394313505425,0.703978779840849,0.660214675347528,0.772130211307824,0,-0.010107807093205,-0.0947569370421521,-0.042994017615131,0.0730727732327411,0.0494486478171829,-0.031115983260714,-0.02155377929835,0.00158446633542397,-0.043764104493321,0.111915535960296,9497,10064,7991,8708,8984,11499,11896,12310,13420,13459,13281
University of Central Arkansas,2811,3394,3595,3418,3131,3292,4864,4667,4419,4823,5048,1793,2111,1777,1847,1960,2157,2232,2044,1880,1937,2033,NA,NA,NA,NA,NA,NA,550,540,520,555,580,NA,NA,NA,NA,NA,NA,580,570,540,580,590,NA,NA,NA,NA,NA,NA,25.425,24.975,23.85,25.5375,26.325,27,28,27,26,26,26,26,26,27,27,27,17705,18038,18498,18220,18054,18596,20120,20542,21143,21854,22563,22805,23243,23733,23606,23551,24341,26037,26459,27366,28377,29086,5780,5848,3821,3759,3370,3659,5160,5063,4922,5362,5541,8.66215896166642,8.67385500142962,8.2482674474469,8.23190824356418,8.12266802334641,8.20494516501921,8.54869185847561,8.52971447196991,8.501470230951,8.58709231879591,8.61993026886735,0,0.0116960397631924,-0.425587553982716,-0.0163592038827218,-0.109240220217771,0.082277141672801,0.343746693456401,-0.0189773865056999,-0.028244241018907,0.0856220878449037,0.0328379500714444,0,68,-2027,-62,-389,289,1501,-97,-141,440,179,0,0.0117647058823529,-0.346614227086183,-0.0162261188170636,-0.103484969406757,0.0857566765578635,0.410221371959552,-0.0187984496124031,-0.0278491013233261,0.0893945550589191,0.0333830660201417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486332179930796,0.580369357045144,0.940853179795865,0.909284384144719,0.929080118694362,0.899699371412954,0.942635658914729,0.921785502666403,0.89780577001219,0.899477806788512,0.911026890452987,0,0.094037177114348,0.360483822750721,-0.031568795651146,0.019795734549643,-0.0293807472814081,0.042936287501775,-0.020850156248326,-0.0239797326542131,0.00167203677632199,0.011549083664475,10733,9945,9200,10184,9348,11051,12798,12988,14005,14241,14796
University of the Ozarks,545,533,814,791,745,651,594,720,777,887,946,195,152,204,186,157,159,171,211,189,259,273,595,530,570,525,573,550,540,540,500,590,560,585,560,560,570,553,550,560,520,530,590,580,26.55,24.525,25.425,24.6375,25.335,24.75,24.75,23.85,23.175,26.55,25.65,25,25,25,26,25,26,26,25,24,23,23,26670,29712,31596,33316,35117,36379,36662,36925,36235,36435,35030,26670,29712,31596,33316,35117,36379,36662,36925,36235,36435,35030,843,599,857,929,819,1061,668,744,895,995,1808,6.73696695800186,6.39526159811545,6.75343791859778,6.83410873881384,6.70808408385307,6.96696713861398,6.50428817353665,6.61204103483309,6.79682371827486,6.90274273715859,7.49997654095212,0,-0.341705359886406,0.358176320482331,0.0806708202160582,-0.126024654960768,0.258883054760913,-0.462678965077338,0.107752861296446,0.184782683441764,0.105919018883737,0.597233803793529,0,-244,258,72,-110,242,-393,76,151,100,813,0,-0.28944246737841,0.430717863105175,0.0840140023337223,-0.118406889128095,0.295482295482296,-0.370405278039585,0.11377245508982,0.202956989247312,0.111731843575419,0.817085427135678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64650059311981,0.889816360601002,0.949824970828471,0.851453175457481,0.90964590964591,0.613572101790763,0.889221556886228,0.967741935483871,0.868156424581006,0.891457286432161,0.523230088495575,0,0.243315767481192,0.060008610227469,-0.09837179537099,0.058192734188429,-0.296073807855147,0.275649455095465,0.0785203785976431,-0.0995855109028651,0.0233008618511551,-0.368227197936586,13583,4987,14242,15974,16493,15415,15181,16895,17455,17208,14295
California Polytechnic State University-San Luis Obispo,13520,11091,11737,10942,12342,11537,13533,14651,14202,16817,16491,4369,3438,3847,3463,4254,3635,4662,4943,4341,5253,4398,620,630,630,640,640,650,640,650,660,680,700,670,680,670,680,690,690,680,690,700,700,730,29.025,29.475,29.25,29.7,29.925,30.15,29.7,30.15,30.6,31.05,32.175,28,29,29,29,29,30,30,31,31,31,32,19117,21249,21564,23478,23890,24285,24683,25414,26076,27153,28302,29295,32409,32724,34638,35548,35445,35843,36574,37236,39033,40182,30176,33270,31489,33627,33003,36941,43812,46820,48162,48588,54663,10.3148021854332,10.4124113690125,10.3573935574778,10.4230845946892,10.4043537454075,10.5170773243126,10.6876630314436,10.7540657410449,10.7823256073596,10.7911318658202,10.908942342718,0,0.0976091835793387,-0.0550178115347393,0.0656910372114226,-0.0187308492816598,0.112723578905101,0.170585707130991,0.0664027096012649,0.0282598663147287,0.00880625846053107,0.117810476897827,0,3094,-1781,2138,-624,3938,6871,3008,1342,426,6075,0,0.102531813361612,-0.053531710249474,0.0678967258407698,-0.0185565170844857,0.119322485834621,0.185999296174982,0.0686569889527983,0.0286629645450662,0.00884514762675969,0.125030871820203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0.448038176033934,0.33336339044184,0.372733335450475,0.32539328515776,0.373966003090628,0.312308816761864,0.308887975897015,0.312921828278513,0.294879780740003,0.346114266897176,0.301684869107074,0,-0.114674785592094,0.039369945008635,-0.047340050292715,0.048572717932868,-0.061657186328764,-0.00342084086484901,0.004033852381498,-0.01804204753851,0.051234486157173,-0.044429397790102,13431,14393,15253,16024,17365,16783,18238,18530,19002,20036,21232
California State University-Bakersfield,2353,3097,3111,3513,3926,4393,5409,5797,5756,5429,6931,869,925,1063,1035,1229,1328,1425,1464,1362,1436,1494,510,490,500,510,500,500,NA,NA,NA,NA,NA,530,520,520,530,520,520,NA,NA,NA,NA,NA,23.4,22.725,22.95,23.4,22.95,22.95,NA,NA,NA,NA,NA,21,20,21,22,21,22,NA,NA,NA,NA,NA,15879,17001,17983,20383,21652,21186,22299,24004,25577,25966,26009,26061,28161,29143,31543,33310,32346,33459,35164,36737,37846,37889,4925,5090,4353,5301,5864,6630,7662,8432,8487,8882,11455,8.50207955360619,8.53503310954457,8.3786205415523,8.57565076098781,8.67658724356649,8.79936008317991,8.9440283252606,9.03978927078114,9.04629085996968,9.09178203585205,9.3461815948876,0,0.0329535559383807,-0.156412567992271,0.197030219435508,0.100936482578682,0.12277283961342,0.144668242080687,0.0957609455205493,0.00650158918853272,0.0454911758823702,0.25439955903555,0,165,-737,948,563,766,1032,770,55,395,2573,0,0.033502538071066,-0.144793713163065,0.217780840799449,0.106206376155442,0.1306275579809,0.155656108597285,0.100495954058992,0.00652277039848197,0.0465417697655237,0.289687007430759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0.477766497461929,0.608447937131631,0.714679531357684,0.662705149971704,0.669508867667121,0.662594268476621,0.705951448707909,0.6875,0.678213738659126,0.611236208061248,0.605063291139241,0,0.130681439669702,0.106231594226053,-0.05197438138598,0.00680371769541699,-0.00691459919050008,0.0433571802312881,-0.018451448707909,-0.00928626134087396,-0.066977530597878,-0.00617291692200705,6115,4622,5777,6781,8117,5690,6376,6143,6794,6025,5771
California State University-Fresno,9252,10196,10090,8140,9352,9444,11265,10406,10031,10646,10630,2644,2823,2764,2700,2925,3139,3533,3672,3302,3446,3574,510,510,520,520,510,510,510,500,500,560,570,540,540,540,540,530,530,520,510,510,550,550,23.625,23.625,23.85,23.85,23.4,23.4,23.175,22.725,22.725,24.975,25.2,22,22,22,22,22,22,22,21,22,22,22,16247,18444,20799,21069,20756,20682,20930,19493,19745,20431,21418,26427,29604,31959,32229,32414,31842,32090,30653,30905,32311,33298,13451,14537,14025,14559,15482,16242,18964,19938,18735,17920,18476,9.50680873170858,9.58445240242632,9.5485967303909,9.58596463807333,9.64743333776466,9.69535575884236,9.85029772402201,9.90038273758265,9.83814871122779,9.79367268652892,9.8242278715505,0,0.0776436707177428,-0.0358556720354262,0.0373679076824285,0.0614686996913321,0.047922421077697,0.154941965179654,0.0500850135606399,-0.0622340263548615,-0.0444760246988665,0.0305551850215746,0,1086,-512,534,923,760,2722,974,-1203,-815,556,0,0.0807374916363096,-0.0352204718992915,0.0380748663101604,0.0633972113469332,0.0490892649528485,0.167590198251447,0.0513604724741616,-0.0603370448390009,-0.0435014678409394,0.0310267857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0.687829901122593,0.701382678681984,0.719429590017825,0.55910433408888,0.60405632347242,0.581455485777614,0.594020248892639,0.521917945631458,0.535414998665599,0.594084821428571,0.575340982896731,0,0.013552777559391,0.018046911335841,-0.160325255928945,0.04495198938354,-0.022600837694806,0.0125647631150251,-0.0721023032611811,0.0134970530341411,0.0586698227629719,-0.01874383853184,5579,5590,5805,5894,6228,5599,6846,6177,5879,6771,6002
California State University-Fullerton,18042,19923,16865,15153,16452,17817,18212,17515,21459,20943,22317,4154,4697,4065,3912,4195,4526,4357,4401,4426,4437,4408,530,530,540,540,550,550,550,560,550,590,610,560,560,570,570,570,580,580,570,570,590,610,24.525,24.525,24.975,24.975,25.2,25.425,25.425,25.425,25.2,26.55,27.45,23,23,23,24,24,24,24,24,24,24,24,17740,19182,20010,22220,23755,23505,24385,25643,26654,27342,27738,27910,30142,31170,33380,35413,34665,35545,36803,37814,39222,39618,29829,33433,30612,33565,35235,38909,40955,41841,44493,45808,51415,10.3032363536482,10.4172987151425,10.3291473679298,10.4212391363729,10.4697951857611,10.5689808653142,10.6202291819497,10.6416319990268,10.7030871524101,10.7322140273379,10.8476852376633,0,0.114062361494302,-0.0881513472126727,0.0920917684430407,0.0485560493882709,0.0991856795531128,0.0512483166354656,0.021402817077103,0.0614551533832675,0.0291268749278242,0.115471210325394,0,3604,-2821,2953,1670,3674,2046,886,2652,1315,5607,0,0.120822018840725,-0.0843777106451709,0.0964654383901738,0.0497542082526441,0.104271321129559,0.0525842350098949,0.0216335001831278,0.0633828063382806,0.0295552109320567,0.122402200488998,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15,0.604847631499548,0.595908234379206,0.550927740755259,0.45145240577983,0.466922094508301,0.457914621295844,0.444683188865828,0.418608541860854,0.48230058660913,0.457190883688439,0.434056209277448,0,-0.00893939712034197,-0.0449804936239471,-0.099475334975429,0.015469688728471,-0.00900747321245704,-0.013231432430016,-0.026074647004974,0.063692044748276,-0.025109702920691,-0.023134674410991,4874,4338,4294,7125,6885,5542,7915,8170,8562,8274,8294
California State University-Long Beach,21245,20391,14543,16428,15122,16956,20326,19650,19711,17650,21725,4217,4606,3551,3988,3987,4276,4335,4506,4253,4138,4912,550,550,560,560,560,550,570,570,570,610,620,580,580,590,590,590,590,600,600,590,620,630,25.425,25.425,25.875,25.875,25.875,25.65,26.325,26.325,26.1,27.675,28.125,23,24,24,25,25,24,25,26,26,26,26,16072,20052,20675,23008,23090,22106,22724,22964,23610,24066,24738,26242,31212,31835,34168,34748,33266,33884,34124,34770,35946,36618,45214,48556,45782,47707,49775,55019,57322,58109,61808,63048,69610,10.7191620523758,10.7904730500177,10.731646279752,10.7728334166337,10.8152681289324,10.9154338591044,10.9564397731687,10.970075836179,11.0317880849061,11.0516516200335,11.1506635141627,0,0.0713109976419286,-0.0588267702657426,0.0411871368817867,0.0424347122986593,0.100165730171982,0.0410059140643337,0.0136360630103258,0.0617122487270247,0.0198635351274223,0.0990118941292266,0,3342,-2774,1925,2068,5244,2303,787,3699,1240,6562,0,0.073915159021542,-0.0571299118543537,0.0420470927438731,0.0433479363615402,0.105354093420392,0.0418582671440775,0.0137294581487038,0.0636562322531794,0.0200621278798861,0.10407943154422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0.469876586897864,0.419948101161545,0.317657594687869,0.34435198188945,0.303807132094425,0.308184445373416,0.354593349848226,0.338157600371715,0.318906937613254,0.279945438396143,0.312095963223675,0,-0.049928485736319,-0.102290506473676,0.026694387201581,-0.040544849795025,0.00437731327899099,0.04640890447481,-0.016435749476511,-0.019250662758461,-0.038961499217111,0.032150524827532,6861,6435,6455,8466,8169,7672,9597,9867,9654,9477,9903
California State University-Northridge,15625,17411,14984,16926,16075,13566,17647,15706,15876,17391,17647,4130,4625,4203,5195,5269,4149,5526,5637,4499,5227,4804,520,520,520,520,510,510,510,500,510,570,570,540,530,540,530,530,530,520,510,520,550,560,23.85,23.625,23.85,23.625,23.4,23.4,23.175,22.725,23.175,25.2,25.425,21,21,22,22,22,22,22,22,23,22,22,19332,21449,22931,24880,24942,21669,22110,21163,20489,22127,22969,29508,32609,34091,36040,36600,32829,33270,32323,31649,34007,34849,22756,23293,20657,23015,25822,29339,33386,34444,32913,30165,34856,10.0325841258705,10.0559081652314,9.93580952399825,10.0439014562513,10.1589821207347,10.2866729679532,10.4158919294153,10.4470900958161,10.4016229954856,10.3144375908749,10.4589805677973,0,0.0233240393608156,-0.120098641233101,0.108091932253089,0.115080664483321,0.127690847218547,0.129218961462122,0.0311981664007241,-0.0454671003304554,-0.0871854046107394,0.144542976922416,0,537,-2636,2358,2807,3517,4047,1058,-1531,-2748,4691,0,0.0235981719107049,-0.113167045893616,0.114150167013603,0.121963936563111,0.136201688482689,0.137939261733529,0.031689929910741,-0.0444489606317501,-0.0834928447725823,0.155511354218465,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0.686632097029355,0.747477783024943,0.725371544754805,0.735433412991527,0.622531174967082,0.462387947782815,0.52857485173426,0.455986528858437,0.482362592288761,0.576529090004973,0.506282992885013,0,0.060845685995588,-0.022106238270138,0.010061868236722,-0.112902238024445,-0.160143227184267,0.066186903951445,-0.072588322875823,0.026376063430324,0.094166497716212,-0.07024609711996,8825,8610,9339,10458,10500,7654,7075,6574,5958,8549,8694
California State University-Sacramento,11657,12131,13301,12440,12492,13728,15656,15376,17224,16352,17312,2469,2622,3076,2732,2912,3151,3695,3781,3760,3590,3757,530,520,530,530,520,520,520,520,520,570,570,550,550,550,540,540,540,530,540,530,570,560,24.3,24.075,24.3,24.075,23.85,23.85,23.625,23.85,23.625,25.65,25.425,23,22,23,23,23,22,22,23,22,23,22,20134,21478,21773,23427,23746,23209,23324,24352,24862,25742,26454,30304,32638,32933,34587,35404,34369,34484,35512,36022,37622,38334,17471,18132,16535,17557,18617,19702,21550,22863,23942,24132,27108,9.76829764247444,9.80543361206074,9.71323462541589,9.77320800976921,9.8318304207719,9.88847543241563,9.9781310955319,10.0372751623342,10.0833895178113,10.0912940395607,10.207584166256,0,0.0371359695862967,-0.0921989866448474,0.0599733843533148,0.0586224110026894,0.0566450116437274,0.0896556631162699,0.0591440668023324,0.0461143554770889,0.00790452174933698,0.11629012669535,0,661,-1597,1022,1060,1085,1848,1313,1079,190,2976,0,0.0378341251216301,-0.0880763291418487,0.0618082854550953,0.0603747792903116,0.0582800666057904,0.0937975840016242,0.0609280742459397,0.0471941564973975,0.00793584495865007,0.123321730482347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667219964512621,0.669038164570924,0.804414877532507,0.708549296576864,0.67099962399957,0.696782052583494,0.726496519721578,0.672527664785899,0.719405229304152,0.677606497596552,0.638630662535045,0,0.00181820005830302,0.135376712961583,-0.0958655809556429,-0.037549672577294,0.025782428583924,0.029714467138084,-0.053968854935679,0.046877564518253,-0.0417987317076,-0.038975835061507,9120,9050,8573,8859,9006,7446,8956,9127,9841,9885,10271
